0.005000	 0.529148	 12007.106667	 -0.000052
0.015000	 0.449635	 11868.378667	 -0.000265
0.025000	 0.487944	 11751.250667	 -0.004014
0.035000	 0.466530	 11613.366000	 -0.006095
0.045000	 0.470505	 11481.225333	 -0.010303
0.055000	 0.464091	 11346.994444	 -0.010533
0.065000	 0.466082	 11214.717333	 -0.011485
0.075000	 0.463967	 11082.363889	 -0.011257
0.085000	 0.463924	 10951.457000	 -0.011758
0.095000	 0.463312	 10821.125777	 -0.011532
0.105000	 0.463285	 10691.692555	 -0.011466
0.115000	 0.462382	 10563.073888	 -0.011703
0.125000	 0.461425	 10435.313333	 -0.012076
0.135000	 0.460533	 10308.376221	 -0.011986
0.145000	 0.460107	 10182.185888	 -0.011515
0.155000	 0.459923	 10056.496444	 -0.010834
0.165000	 0.459777	 9931.083766	 -0.010273
0.175000	 0.459758	 9805.696266	 -0.009814
0.185000	 0.459778	 9680.036899	 -0.009336
0.195000	 0.459702	 9554.222244	 -0.009507
0.205000	 0.459618	 9428.516122	 -0.010167
0.215000	 0.458645	 9303.256033	 -0.011036
0.225000	 0.457289	 9178.694855	 -0.011950
0.235000	 0.456371	 9054.807733	 -0.012440
0.245000	 0.455854	 8931.363200	 -0.012251
0.255000	 0.455675	 8808.156033	 -0.012076
0.265000	 0.456185	 8684.800011	 -0.012032
0.275000	 0.456541	 8561.156989	 -0.011757
0.285000	 0.456536	 8437.267100	 -0.011444
0.295000	 0.456203	 8313.126378	 -0.011340
0.305000	 0.455305	 8188.959233	 -0.011878
0.315000	 0.454181	 8064.986944	 -0.013031
0.325000	 0.453128	 7941.208367	 -0.014272
0.335000	 0.451698	 7817.676833	 -0.015151
0.345000	 0.450550	 7694.284378	 -0.016093
0.355000	 0.449578	 7570.911845	 -0.016995
0.365000	 0.448683	 7447.566378	 -0.017926
0.375000	 0.447345	 7324.464333	 -0.019150
0.385000	 0.445922	 7201.860467	 -0.020344
0.395000	 0.444400	 7080.058278	 -0.021217
0.405000	 0.442882	 6959.118089	 -0.022101
0.415000	 0.441376	 6839.016678	 -0.023491
0.425000	 0.439699	 6719.631967	 -0.025277
0.435000	 0.438072	 6600.869222	 -0.027057
0.445000	 0.436522	 6482.602978	 -0.028163
0.455000	 0.434947	 6364.709333	 -0.028352
0.465000	 0.433842	 6246.959556	 -0.028007
0.475000	 0.432888	 6128.949333	 -0.026927
0.485000	 0.429484	 6010.356177	 -0.025594
0.495000	 0.418804	 5891.534109	 -0.023019
0.505000	 0.448533	 5679.725375	 -0.019428
0.515000	 0.463055	 5465.638292	 -0.012578
0.525000	 0.450661	 5345.155035	 -0.014615
0.535000	 0.443324	 5227.178768	 -0.019748
0.545000	 0.440076	 5110.016301	 -0.023342
0.555000	 0.438210	 4992.887900	 -0.026909
0.565000	 0.436795	 4875.687034	 -0.029872
0.575000	 0.435588	 4758.581656	 -0.032740
0.585000	 0.434347	 4641.753567	 -0.035528
0.595000	 0.432977	 4525.327022	 -0.038449
0.605000	 0.431481	 4409.436100	 -0.041739
0.615000	 0.429925	 4294.220278	 -0.045349
0.625000	 0.428293	 4179.812111	 -0.049250
0.635000	 0.426305	 4066.340578	 -0.053566
0.645000	 0.423841	 3953.916122	 -0.058424
0.655000	 0.421110	 3842.659755	 -0.062730
0.665000	 0.418963	 3732.612567	 -0.065778
0.675000	 0.417188	 3623.756889	 -0.067679
0.685000	 0.415557	 3516.066433	 -0.068845
0.695000	 0.413902	 3409.539922	 -0.069783
0.705000	 0.412313	 3304.150889	 -0.070888
0.715000	 0.410724	 3199.870967	 -0.071675
0.725000	 0.409221	 3096.665867	 -0.072468
0.735000	 0.407773	 2994.521700	 -0.073582
0.745000	 0.406272	 2893.514033	 -0.075110
0.755000	 0.404515	 2793.749278	 -0.076925
0.765000	 0.402416	 2695.318989	 -0.079138
0.775000	 0.400317	 2598.264656	 -0.081727
0.785000	 0.398276	 2502.577856	 -0.084442
0.795000	 0.396307	 2408.270222	 -0.087389
0.805000	 0.394310	 2315.372567	 -0.090563
0.815000	 0.392254	 2223.854345	 -0.093859
0.825000	 0.390180	 2133.655456	 -0.097299
0.835000	 0.388370	 2044.732711	 -0.100230
0.845000	 0.386910	 1957.046778	 -0.102776
0.855000	 0.385609	 1870.540900	 -0.104947
0.865000	 0.384535	 1785.157711	 -0.106706
0.875000	 0.383587	 1700.851689	 -0.108761
0.885000	 0.382691	 1617.612045	 -0.111027
0.895000	 0.381671	 1535.509567	 -0.113544
0.905000	 0.380487	 1454.686034	 -0.116595
0.915000	 0.378854	 1375.366567	 -0.120550
0.925000	 0.376253	 1298.036400	 -0.125206
0.935000	 0.371844	 1223.652567	 -0.131084
0.945000	 0.364514	 1153.280223	 -0.139833
0.955000	 0.356274	 1086.966856	 -0.150975
0.965000	 0.349442	 1023.869771	 -0.160973
0.975000	 0.343488	 963.662577	 -0.168350
0.985000	 0.338353	 905.902596	 -0.174817
0.995000	 0.333675	 850.341254	 -0.178969
1.005000	 0.328418	 796.958900	 -0.182693
1.015000	 0.323723	 745.344191	 -0.185423
1.025000	 0.319653	 695.142735	 -0.186610
1.035000	 0.315676	 646.198238	 -0.187306
1.045000	 0.311731	 598.408416	 -0.186750
1.055000	 0.307298	 551.758766	 -0.185001
1.065000	 0.301558	 506.385798	 -0.183242
1.075000	 0.294168	 462.464686	 -0.181117
1.085000	 0.284329	 420.389939	 -0.178790
1.095000	 0.270911	 380.762691	 -0.175587
1.105000	 0.254031	 344.206869	 -0.170728
1.115000	 0.236347	 310.563474	 -0.165318
1.125000	 0.220700	 279.281235	 -0.159148
1.135000	 0.207512	 250.038854	 -0.152805
1.145000	 0.195597	 222.791600	 -0.145996
1.155000	 0.184016	 197.613039	 -0.139111
